8777723,-0.011753855
8564812,1.4141541E-4
8479704,0.0043594562
8404616,-0.0012645255
8340387,0.0010874735
8279780,-0.019103173
8113706,-0.0027737059
8043229,0.0085762935
7977889,-0.007623461
7917996,-0.0062478823
7863637,0.009771359
7719190,0.0050496063
7660231,0.0036543463
7603856,0.010305588
7550841,-0.014013981
7507956,0.012274061
7362732,0.0028392186
7309152,-0.0014974197
7262734,0.006521601
7220676,-0.0046106596
7176979,0.005309156
7059624,0.019093772
7005043,0.0063389055
6959841,-0.025056453
6918290,0.0060138265
6880899,-0.0013726719
6747782,-0.011291517
6698895,0.003032664
6653585,-0.0075456626
6614317,-0.0019162402
6575100,0.005940129
6465766,-0.003498667
6418198,-0.021500023
6380138,0.008647314
6346806,-0.011874621
6220446,-0.0077137295
6168342,-0.030768003
6121948,0.010463485
6089504,0.005476918
6045455,-0.002683945
5930930,0.0038115166
5884366,-1.6924535E-4
5838532,0.0083363075
5793385,0.0022323276
5754254,0.003858863
5636491,0.0032929324
5587475,0.0074483496
5541433,-0.0052055595
5498420,8.08963E-4
5455187,3.341998E-4
5324784,0.0012438732
5265307,1.4230287E-4
5211246,0.007417802
5156968,-0.010874317
5103611,0.0013199877
4952718,0.0033622193
4891561,0.007820843
4834047,0.003134984
4780324,0.0050427024
4726775,0.0019311422
4571669,2.0491554E-4
4502581,0.00447433
4433633,0.009673952
4366851,-0.0048944824
4303735,0.006077887
4123561,-9.166139E-4
4050036,-0.010997537
3980030,0.0065010204
3910291,-0.0034327374
3845014,0.008544532
3660400,1.6128588E-4
3589477,0.0022472418
3513790,1.7981454E-4
3445448,0.01795859
3379846,-0.015556587
3199753,0.010331603
3131526,-0.007594012
3071637,0.0053503006
3012182,-0.006669911
2958098,0.007742531
2758855,-0.004335701
2703296,0.0032004
2653321,0.016421903
2604932,0.011478837
2483629,-0.020873977
2438101,0.012197174
2396928,-0.020572126
2359939,-0.0023608222
2324879,0.0075749853
2236009,-0.013549719
2205173,0.0044170814
2177114,-0.0072190547
2151459,-0.0019993642
2126574,0.024327293
2061993,-0.009680754
2036500,-0.038875867
2013298,-0.007244627
1990446,-0.0019108388
1971641,0.01014712
1912302,0.009510545
1883593,2.539045E-4
1861977,0.007735072
1841990,0.0052336673
1821199,0.0055778804
1755271,0.0063269627
1730723,-0.005540626
1708211,0.0067912326
1689467,-0.0040977797
1609172,0.0025101006
1585373,-0.007218957
1559640,0.006087501
1536570,-0.008699123
1515593,0.013744587
1451093,0.011926006
1424856,0.020740429
1397894,-0.016002214
1376749,-0.023602614
1354449,0.0050523696
1291643,0.0072090738
1263995,0.0010179523
1235519,-0.012042416
1211011,-1.5334954E-4
1187304,0.009850757
1109728,-0.013377108
1075758,-0.0063052024
1045401,0.007212725
1018846,-0.01600368
994193,0.008347811
909853,0.008568497
873112,-0.004490387
839336,0.0040963474
810505,-0.017326137
784991,-0.007892904
703864,0.011303754
672355,7.500373E-5
640742,-0.004392477
610709,0.014601961
584018,-0.0074862093
465913,0.0046201386
431214,0.02420111
399394,-0.028933961
369057,0.03312282
277426,-0.010445668
245108,0.027805064
215391,-0.01104051
188461,-0.011511825
163955,0.0264441
102900,-0.0056341463
85570,0.051485445
68572,0.0072382847
53938,0.043886874
43505,-0.023272287
18012,-0.052229915
12393,0.006647188
8350,-0.015760273
4507,-0.048816346
2224,0.054875713
1668,-0.05709928
1263,-0.029806133
1018,0.02443593
748,-0.040968698
311,0.0061506215
228,-0.016828693
161,0.027700933
125,-0.030063313
104,0.03898421
65,0.0127944285
60,-0.027356386
60,-0.007487503
45,-0.034187105
43,-0.009737265
30,-0.0067698257
27,-0.0021358016
25,0.0017039484
25,3.7102558E-4
15,6.1568525E-4
15,0.0023886745
14,0.0026553778
13,-0.0024124868
13,0.010189031
12,-0.0023474693
12,2.5713842E-4
12,0.002941442
11,0.0051758606
11,0.004098085
7,-0.017307844
6,0.0083557125
5,-0.0048822784
5,0.0064170957
5,-0.0010871128
2,-0.011289828
1,0.0029465312
1,-0.0024834743
1,-7.226379E-5
